video_id,title,description,published_at,views,likes,comments,duration,traffic_source,device,duration_sec,year,month,day,weekday,likes_per_view,comments_per_view,video_type,ctr
SY5j8rCffIU,VOCÊ CONSEGUE? Top 10 Flexões: Do Básico ao Impossível | MUNDO CALISTENIA #016,"Top 10 Flexões mais insanas da calistenia – desde a clássica até movimentos lendários como a full push-up! Você consegue acompanhar esse desafio? Nesse vídeo, apresento as flexões organizadas em um ranking de dificuldade, explicando como elas trabalham o corpo e quais benefícios trazem.

⚡ Destaques do vídeo:
1️⃣ Flexão Militar – A base de tudo!
2️⃣ Flexão com Peso – O segredo para hipertrofia!
3️⃣ Flexão Explosiva – Potência máxima para atletas de luta.
4️⃣ Tuck Push-Ups – Fortaleça o core e os ombros!
5️⃣ Superman Push-Up – Flexão de super-heróis!
... e muito mais até a Full Push-Up, o Santo Graal da calistenia!

👉 Dica Bônus: Para quem quer evoluir, explico a progressão de cada flexão, pra você começar no básico e chegar nas variações mais brabas.

🎯 Transforme 2025 no seu ano! Combine calistenia com musculação, use técnicas de progressão e garanta aquele shape gigantaralho que você merece!

🛒 Apoie o canal: Quer melhorar o sono e potencializar sua recuperação? Use o cupom MESQUITA no site da Grow e garanta produtos como melatonina e whey da melhor qualidade!

🔔 Não se esqueça: Deixe o like, comente sua flexão favorita e se inscreva pra mais vídeos de calistenia, musculação e maromba!

Compre na Growth com desconto:
https://gsuplementos.com.br
Cupom: MESQUITA",2025-01-10 21:45:00+00:00,16021,334,13,PT10M48S,Unknown,Unknown,648.0,2025,1,10,Friday,0.020847637475812995,0.0008114349915735597,Longo,
Be3L7lgfyB0,OS MELHORES EXERCÍCIOS DE CALISTENIA PARA TRICEPS,Quer ficar com o Triceps enorme? Luiz Otávio Mesquita do Mundo Calisteni ensina!,2025-01-10 15:01:21+00:00,18729,1613,56,PT31S,Unknown,Unknown,31.0,2025,1,10,Friday,0.08612312456618079,0.0029900154840087566,Short,
qb9agIOA3pc,POWERLIFTERS VS BODYBUILDING: O Desafio INSANO Que Derrubou Todo Mundo!  | Powerbuilder #017,"No vídeo de hoje, o Iago desafia dois atletas de powerlifting a saírem da sua zona de conforto e encararem um treino clássico no estilo bodybuilding. Eles estão acostumados com cargas monstruosas e poucas repetições, mas será que aguentam a intensidade, o volume e o pump de um treino focado em hipertrofia? 💥

👊 O que rola no vídeo:

Treino INSANO de agachamento com isometria e altas repetições.
Hack machine pra fazer as pernas implorarem por misericórdia.
Leg press, extensora e até drop sets que testaram os limites desses powerlifters!
😱 Eles sobreviveram? Só assistindo até o final pra saber!

🎯 Destaques do vídeo:

A rivalidade entre os powerlifters que torna tudo ainda mais divertido.
As dicas do Maestro Leonidas, que transformaram o treino em uma verdadeira aula de superação.
Será que você aguentaria um treino desses? Deixe nos comentários!
🚨 ATIVA O SININHO E DEIXA O LIKE!
Se inscreva no canal e comenta aí: qual é o próximo desafio que você quer ver? Quem será o próximo atleta a sofrer nas mãos do Iago? 😈

Compre na Growth com desconto:
https://gsuplementos.com.br
Cupom: IAGO",2025-01-09 21:45:02+00:00,3592,351,13,PT35M16S,Unknown,Unknown,2116.0,2025,1,9,Thursday,0.09771714922048998,0.003619153674832962,Longo,
nCZ3f6JdVfQ,ADRIANO MURALHA descobre os segredos de IAGO BERSERKER,"K-pop, amônia e um tapão nas costas! Esse é o segredo dos powerlifters mais poderosos",2025-01-09 15:41:38+00:00,81949,6840,22,PT49S,Unknown,Unknown,49.0,2025,1,9,Thursday,0.08346654626658044,0.0002684596517346154,Short,
xAJSrwj1C-E,Por que seu músculo não cresce? A ciência explica (sem achismos) | Confia no Doc #18,"💡 POR QUE VOCÊ TREINA E NÃO CRESCE? CONFIA NO DOC EXPLICA!

No episódio de hoje, Gustavo e Ewrton vão direto ao ponto para explicar os erros mais comuns que sabotam o crescimento muscular e como corrigi-los com ciência e bom humor. Tá treinando e não vê resultado? Vem com a gente entender o que pode estar errado!

👉 O que você vai aprender neste vídeo:

Os 3 pilares da hipertrofia muscular (e como ajustá-los).
Como a alimentação, o sono e o treino impactam diretamente seus ganhos.
Por que treinar muito ou comer errado pode ser o maior erro no seu progresso.
O que é overtraining e como evitar cair nessa armadilha.
⚠️ Erros clássicos que você pode estar cometendo:
1️⃣ Treino sem progressão de carga e planejamento.
2️⃣ Dieta sem calorias e macros ajustados para seus objetivos.
3️⃣ Ignorar a importância do sono na produção hormonal e recuperação muscular.
4️⃣ Não monitorar sua evolução com fotos, medições e avaliações.
5️⃣ Cair no mito do ""quanto mais treino, melhor"".

💥 Dicas de Ouro:

Priorize exercícios compostos, como agachamento, supino e terra.
Inclua carboidratos como base do seu combustível.
Ajuste sua ingestão de proteínas (1,6 a 2,2 g/kg).
Respeite as 48h de recuperação entre os treinos de um mesmo grupo muscular.
🎯 Quer crescer de verdade? Não é milagre, irmão. É ciência e consistência.

📌 Use o Cupom DOC na Growth Supplements e garanta os melhores produtos para seus treinos, com qualidade testada e preço justo.

📝 Escreva nos comentários: Qual desses erros você já cometeu? Tem outras dúvidas? Deixa aqui que a gente responde com ciência e zoeira!

#ConfiaNoDoc #Hipertrofia #FábricaDeMonstros #TreinoCerto #DietaMuscular",2025-01-08 21:45:03+00:00,112668,9955,393,PT10M8S,Unknown,Unknown,608.0,2025,1,8,Wednesday,0.08835694252139029,0.003488124400894664,Longo,
zOWGTef05Ak,O cara desafiou o LÉO STRONDA pra ESGRIMA,"Espanhol, praticante de esgrima histórica, desafiou o Léo Stronda no Dojo do Merloto!",2025-01-08 16:18:07+00:00,4129,335,0,PT45S,Unknown,Unknown,45.0,2025,1,8,Wednesday,0.08113344635504965,0.0,Short,
GkfNlBUmZDw,PARKOUR: Como Fugir de Qualquer Perigo! | DOJO DO MERLOTO #018,"No episódio de hoje do Dojo do Merloto, nosso mestre das artes marciais se aventura no universo do Parkour! 🏃‍♂️💨 Ele foi até a maior academia de Parkour do Brasil, a Parkour City, para uma aula com o especialista Ricardo Farias, um dos maiores nomes do esporte no país. Merloto enfrenta desafios épicos, aprende técnicas de fuga, ultrapassagem de obstáculos e até como rolar e dropar de alturas insanas! 🌟 Além disso, eles exploram a conexão entre Parkour e artes marciais, mostrando como as duas disciplinas se complementam na defesa pessoal e no desenvolvimento físico. Será que o Merloto conseguiu dominar o Parkour ou tomou uns tombos pelo caminho? Vem conferir!

Compre na Growth Supplements com desconto:
http://gsuplementos.com.br/
Cupom: MERLOTO",2025-01-07 21:45:00+00:00,6266,620,43,PT25M11S,Unknown,Unknown,1511.0,2025,1,7,Tuesday,0.0989466964570699,0.006862432173635493,Longo,
s-FrKiX91Qc,BITELO QUER TREINAR COM KID BENGALA,Léo Stronda deixa bitelo sem jeito ao perguntar se ele treinaria com KID BENGALA,2025-01-05 21:26:20+00:00,12080,1020,7,PT34S,Unknown,Unknown,34.0,2025,1,5,Sunday,0.08443708609271523,0.0005794701986754967,Short,
_IpLfHZAaoU,TORTUGUITA: A Verdade Sobre o Shape Natural! | Fala Monstro Talk Show #016,"Neste episódio do Fala Monstro Talk Show, o Leo Stronda recebe o lendário Tortuguita, um dos atletas naturais mais inspiradores da cena maromba! 🐢🔥 Diretamente da linha 8 em Salvador, Tortuguita compartilha sua história de superação: como transformou um físico natural em um shape absurdo e conquistou espaço entre os gigantes do fisiculturismo.

Com muito humor, momentos emocionantes e histórias inspiradoras, o papo aborda os desafios do esporte, a disciplina necessária para competir como natural e sua transição para o uso de hormônios. Além disso, Tortuguita revela seus planos para 2025: buscar o tão sonhado Pro Card e se destacar entre os maiores atletas da categoria 212!

📢 Não perca este episódio repleto de motivações, risadas e muito aprendizado. E claro, fortaleça o atleta usando o cupom TORTUGUITA no site da Growth Supplements para garantir aquele desconto nos melhores suplementos e ajudar na carreira desse monstro! 💪🐢",2025-01-05 15:00:07+00:00,41583,3158,130,PT1H36M48S,Unknown,Unknown,5808.0,2025,1,5,Sunday,0.07594449654907054,0.0031262775653512253,Longo,
3D-aeN49C2w,BITELO E LÉO HOMEM DAS CAVERNAS,,2025-01-04 21:15:00+00:00,9168,1046,9,PT19S,Unknown,Unknown,19.0,2025,1,4,Saturday,0.11409249563699825,0.000981675392670157,Short,
H4Sb-8CRfDY,"Os Melhores Momentos do Monstro na Cozinha – Risadas, Receitas e Zueira! 🍗🔥","""Prepare-se para rir e se deliciar com os momentos mais épicos do Monstro na Cozinha! 🍴🔥 Leo Stronda reuniu as melhores cenas do quadro, com receitas inusitadas, muita zueira e, claro, aquele toque monstro que só ele sabe fazer. Frango, batata doce, shakes bizarros e convidados pra lá de especiais fazem parte desse compilado imperdível!""

Neste vídeo, você vai:

Rir com as zoeiras enquanto o Leo prepara receitas insanas;
Descobrir como amaciar a carne no estilo MONSTRO;
Se surpreender com os ingredientes mais inusitados (ovo de galo, shake de proteína e até miolo de macaco!).
💥 Não perca esse compilado épico e compartilhe com os amigos que amam treinar e cozinhar de um jeito diferenciado!

📌 Qual foi o seu momento favorito do Monstro na Cozinha? Comenta aqui!
✅ Deixa o like, se inscreve no canal e ativa o sininho pra não perder nenhum episódio!",2025-01-04 15:00:25+00:00,18340,1766,28,PT12M24S,Unknown,Unknown,744.0,2025,1,4,Saturday,0.09629225736095966,0.0015267175572519084,Longo,
e8sioMy_7Q0,Sem Desculpas: Treino FUNCIONAL de Calistenia para as Férias e Viagens! | MUNDO CALISTENIA #015,"🔥 TREINO FUNCIONAL EM CASA PARA FICAR NO SHAPE! 🔥
Final de ano chegou e não tem desculpa para não treinar! Neste vídeo, o Mesquita mostra como montar uma rotina completa de treino funcional usando apenas o peso do corpo e objetos simples que todo mundo tem em casa: cadeiras, cintos, camisetas e até sacos de arroz. 💪

👉 Você vai aprender a treinar:

Peitoral com flexões e variações criativas;
Costas com remadas adaptadas;
Pernas e abdômen usando movimentos simples e eficazes;
Exercícios avançados para quem busca mais intensidade.
Seja na praia, na casa da avó ou em qualquer lugar, a calistenia é a prova de que você é a sua própria academia! Assista agora, monte sua rotina e comece 2025 no caminho do shape insano.

🎯 Dica bônus: Não esqueça de usar o cupom MESQUITA no site da Growth Supplements para garantir aquele boost no seu treino.

📢 Deixe seu like e comente: Qual foi seu exercício favorito do vídeo? E compartilhe com aquele amigo que precisa sair da preguiça no fim do ano!

Compre na Growth com desconto:
https://gsuplementos.com.br
Cupom: MESQUITA",2025-01-03 21:45:01+00:00,19902,660,21,PT12M1S,Unknown,Unknown,721.0,2025,1,3,Friday,0.03316249623153452,0.0010551703346397348,Longo,
XBdI9P7tfjc,Como usar um ELÁSTICO para treinar!,Luiz Otávio Mesquita do Mundo Calistenia ensina a usar um elástico (ou super band) para treinar! Você sabia dessa?,2025-01-03 15:23:20+00:00,54532,4447,40,PT47S,Unknown,Unknown,47.0,2025,1,3,Friday,0.0815484486173256,0.0007335142668524903,Short,
WEDYDBrQwhE,O Cabo Pereira foi Desafiado no Powerlifting e Deu Trabalho! | POWERBUILDER #016,"No vídeo de hoje, o Cabo Pereira aceita o desafio do Powerbuilder Iago para um treino pesado de powerlifting! 💥 De agachamentos a cargas insanas, o Cabo teve que provar sua força e resiliência para encarar o esporte que exige foco, técnica e muita garra. Será que ele conseguiu? E o que ele achou do treino? Confira agora!""

Prepare-se para momentos de superação, aprendizado e, claro, muitas risadas, com dicas importantes sobre powerlifting e como treinar com segurança! Quem será que saiu melhor nesse duelo épico? Assista até o final para descobrir. 🔥

📌 Comenta aqui: qual o máximo de peso que você já agachou?
✅ Não esqueça de deixar o like, se inscrever no canal e compartilhar com seus amigos que amam treino hardcore!

Compre com desconto na Growth Suplementos:
https://gsumplementos.com.br
Cupom: IAGO",2025-01-02 21:45:00+00:00,9135,707,37,PT31M16S,Unknown,Unknown,1876.0,2025,1,2,Thursday,0.07739463601532567,0.0040503557744937056,Longo,
lm7F6a0j_3M,NO VÍDEO DE HOJE! Tu é atleta ou é Enzo? 👀,"Iago Berserker se manifesta sobre Enzos que fingem ser atletas, atrapalhando a reputação do esporte do Powerlifting.",2025-01-02 15:30:43+00:00,9253,691,12,PT47S,Unknown,Unknown,47.0,2025,1,2,Thursday,0.07467848265427429,0.0012968766886415216,Short,
9zvWuxp9hls,Você Tem Testosterona Baixa e Nem Sabe! Descubra os Sinais | Confia no Doc #17,"🧬 Testosterona Baixa: Sintomas, Causas e Soluções

No episódio de hoje do Confia no Doc, Ewerton e Gustavo explicam tudo sobre um problema mais comum do que parece: testosterona baixa. Isso pode afetar desde o desempenho físico até o humor, e não é exclusividade de quem está envelhecendo!

O que você vai aprender neste vídeo:
🔹 Os sinais mais comuns de testosterona baixa (e quando ligar o alerta).
🔹 Como a testosterona afeta sua força, energia e libido.
🔹 As principais causas da queda nos níveis de testosterona.
🔹 Dicas práticas para aumentar seus níveis naturalmente.
🔹 Quando a TRT (Terapia de Reposição de Testosterona) pode ser necessária.

💡 Testosterona e Saúde: Não ignore os sintomas! Cansaço extremo, dificuldade em ganhar massa muscular e queda na libido podem ser sinais claros de que algo não está certo. Descubra como identificar e tratar o problema.

📌 Use nosso cupom exclusivo na Growth Supplements!
👉 Insira o código DOC para obter mais de 10% de desconto em suplementos de alta qualidade que complementam seu estilo de vida saudável.

🔔 Não se esqueça de curtir o vídeo, comentar suas dúvidas e se inscrever no canal para mais conteúdos com informação técnica e bom humor! 🚀

#TestosteronaBaixa #ConfiaNoDoc #TRT #SaúdeMasculina #FábricaDeMonstros",2025-01-01 21:45:00+00:00,160330,8489,245,PT9M12S,Unknown,Unknown,552.0,2025,1,1,Wednesday,0.052947046716147944,0.0015280982972618973,Longo,
CvIF0xPkuuI,"Os Melhores Momentos do Fala Monstro Talk Show – Risadas, Polêmicas e Motivação!","""Prepare-se para relembrar os momentos mais épicos e divertidos do Fala Monstro Talk Show! 🔥 De histórias hilárias a relatos emocionantes, reunimos os melhores convidados que já passaram pelo programa para um compilado inesquecível. Entre risadas, reflexões e surpresas, você vai ver o Leo Stronda e seus convidados soltando a resenha como nunca antes! 🚀

Convidados especiais, histórias inspiradoras, muita maromba e claro, aquele clima descontraído que só o Fala Monstro tem. Não perca a chance de rir, se emocionar e compartilhar com os amigos!

Créditos da música final / Final song credits: Whitesand - Eternity
https://www.youtube.com/watch?v=X5c83Uixoj8
https://whitesandcomposer.com/
https://soundcloud.com/martynaslau
https://open.spotify.com/artist/3GXunV3wsCpSdKp0L5tcNH

📌 Assista e comente seu momento favorito!
✅ Inscreva-se no canal e ative o sininho para não perder nenhum episódio.",2024-12-29 15:00:06+00:00,79318,7109,136,PT30M23S,Unknown,Unknown,1823.0,2024,12,29,Sunday,0.08962656647923549,0.0017146171108701682,Longo,
e1XV2mTLrlM,A invenção GENIAL de TOGURO,Energético e bebida alcóolica não combinam... Por isso Toguro já fez pronto!,2024-12-28 21:35:53+00:00,1152921,122606,377,PT26S,Unknown,Unknown,26.0,2024,12,28,Saturday,0.10634379979200656,0.0003269955183399383,Short,
CyB9zF03IAQ,Ovos Turcos: Receita Surpreendente com o Mestre Dória | Monstro na Cozinha #015,"🍳 No episódio de hoje do Monstro na Cozinha, Leo Stronda recebe o icônico Mestre André Dória, treinador lendário e enciclopédia viva do esporte, para ensinar uma receita ancestral que vai transformar seu café da manhã: Ovos Turcos!

📜 Ingredientes simples, mas com um sabor fora do comum!
O Mestre Dória compartilha o passo a passo para preparar essa refeição proteica e low carb, perfeita para fisiculturistas e qualquer um que busca força e sabor. Tudo isso com histórias incríveis, muita risada e, claro, o toque especial do Fábrica de Monstros.

👉 O que você vai aprender:

Como preparar os deliciosos ovos turcos.
Dicas práticas de cozinha para atletas e marombeiros.
Histórias sobre a trajetória de André Dória no esporte e na gastronomia.
O segredo de como conquistar pela cozinha.
💪 Seja no pré-treino ou no pós-treino, essa receita vai mudar sua visão sobre comer saudável e saboroso!

🎥 Assista agora, deixe seu like e compartilhe essa ideia com a galera da academia. Não se esqueça de comentar o que achou da receita e de marcar o @FábricaDeMonstros ao testar os ovos turcos em casa!

🔔 Inscreva-se no canal e ative o sininho para não perder as receitas e as histórias mais brutas do YouTube!",2024-12-28 15:00:20+00:00,79320,7575,176,PT34M29S,Unknown,Unknown,2069.0,2024,12,28,Saturday,0.09549924357034796,0.0022188603126575895,Longo,
ZiOvoEweIRA,A FORÇA DE UM CALISTENICO 💀,Não subestime um calistênico! Luiz Otávio Mesquita mostra sua força de praticante de calistenia para Iago Berserker do Powerbuilder!,2024-12-27 19:44:45+00:00,246181,24290,262,PT31S,Unknown,Unknown,31.0,2024,12,27,Friday,0.09866724077000256,0.0010642575990836012,Short,
AAe1zUzuwsE,SÓ OS FORTES SOBREVIVEM: Desafio de Dorsal do Maestro Leonidas | POWERBUILDER #015,"No episódio de hoje do PowerBuilder, Leônidas comanda o DESAFIO DO TERROR! 😱 Ele arquiteta um treino insano de dorsal para testar os limites de Freire, Cabo Pereira e Felipe Messinger. 💪🔥 Entre zoeiras e suor, o trio é levado ao extremo no lendário Liquidificador do Apocalipse. Será que eles aguentaram ou pediram pra sair? Aperte o play e confira quem sobreviveu a essa verdadeira prova de fogo no Fábrica de Monstros! 🚀

Compre com desconto na Growth Suplementos:
https://gsumplementos.com.br
Cupom: IAGO",2024-12-26 21:45:00+00:00,5420,434,28,PT35M26S,Unknown,Unknown,2126.0,2024,12,26,Thursday,0.08007380073800738,0.0051660516605166054,Longo,
Pjc1SgyTEEE,A BARRA CONTA OU NÃO CONTA?,De novo Iago Berserker joga na roda o embate entre powerlifters e bodybuilders: A barra conta ou não?,2024-12-26 15:24:09+00:00,148276,15536,427,PT39S,Unknown,Unknown,39.0,2024,12,26,Thursday,0.1047775769510912,0.0028797647630095227,Short,
CVPLy2z1Uz0,COF TREMB: A Tosse Mortal da Trembolona – Saiba Tudo!  | Confia no Doc #16,"🌬️ COF TREMB: O Que é Essa Tosse Assustadora?

Neste episódio do Confia no Doc, Ewerton e Gustavo desvendam um dos efeitos colaterais mais temidos da Trembolona: a COF TREMB. A reação, que pode assustar até os mais experientes no mundo maromba, envolve uma tosse intensa, sensação de sufocamento e ansiedade extrema. Mas será que é realmente perigoso?

O que você vai aprender neste vídeo:
🔹 O que é a COF TREMB e por que ela acontece.
🔹 Como a Trembolona age no corpo e o que causa essa reação.
🔹 Quais os riscos para a saúde relacionados à COF TREMB.
🔹 A diferença entre Trembolona Acetato e outros esteroides.
🔹 Dicas para evitar problemas graves ao utilizar Trembolona.

💡 Fique ligado! Este vídeo é um alerta para quem pensa em usar Trembolona sem entender os riscos. Não brinque com sua saúde – informe-se antes de tomar decisões.

📌 Use nosso cupom exclusivo na Grow Supplements!
👉 Insira o código DOC para garantir mais de 10% de desconto em suplementos de alta qualidade. Nada de economizar na saúde, hein!

🔔 Curta o vídeo, comente suas dúvidas e sugestões, e inscreva-se no canal para mais conteúdos técnicos e descontraídos sobre o universo maromba! 🚀

#CofTremb #Trembolona #ConfiaNoDoc #Saúde #FábricaDeMonstros",2024-12-25 21:45:00+00:00,5369,618,27,PT11M41S,Unknown,Unknown,701.0,2024,12,25,Wednesday,0.11510523374930155,0.005028869435649097,Longo,
H60KPsQjl0Y,E aí? Vai TERCEIRIZAR A GRAVIDEZ?,"Um risco do anabolizante é a infertilidade, por isso muitos buscam outras formas de gerar um filho. O ""Confia no Doc"" explica um pouco!",2024-12-25 21:29:26+00:00,4303,379,2,PT59S,Unknown,Unknown,59.0,2024,12,25,Wednesday,0.08807808505693702,0.00046479200557750407,Short,
-FD_GlMXTjQ,Faca e Karambit em Defesa Pessoal: Aula Prática com Ricardo Nakayama | DOJO DO MERLOTO #017,"""Fala, monstros! Hoje, no Dojo do Merloto, trazemos o especialista em defesa pessoal Ricardo Nakayama para uma aula prática sobre o uso de faca e karambit em situações de risco. Aprenda como essas armas são utilizadas nas artes filipinas e como as técnicas podem ser adaptadas para defesa pessoal no dia a dia. 🗡️💥

No vídeo, você verá:

Como facas são ferramentas equalizadoras em combates;
Técnicas básicas e avançadas de cortes e estocadas;
Movimentos com karambit inspirados em garras de tigre 🐅;
Dicas práticas para aplicar fluidez e domínio no manuseio das armas;
Por que, em algumas situações, a melhor defesa é correr! 🏃‍♂️
Gostou desse conteúdo? Comenta abaixo o que você achou e o que gostaria de aprender nos próximos vídeos! Não esqueça de curtir, compartilhar e se inscrever no canal para acompanhar mais aulas e desafios no Fábrica de Monstros!

🎥 Siga o Ricardo Nakayama no Instagram: @ricardonakayama
🔥 Inscreva-se no canal e ative o sininho para não perder nenhum vídeo!


Compre na Growth Supplements com desconto:
http://gsuplementos.com.br/
Cupom: MERLOTO",2024-12-24 21:45:00+00:00,9008,703,35,PT30M23S,Unknown,Unknown,1823.0,2024,12,24,Tuesday,0.07804174067495559,0.0038854351687388987,Longo,
zdFWm9o6gl8,ESGRIMA OLÍMPICA VS ESGRIMA HISTÓRICA,O dia que o Henrique Merloto fez a esgrima olimpica desafiar a histórica! E aí? Qual é mais efiiciente?,2024-12-24 15:24:38+00:00,4798,368,1,PT34S,Unknown,Unknown,34.0,2024,12,24,Tuesday,0.07669862442684452,0.00020842017507294707,Short,
d6-57wxV-WQ,Bateu RECORD MUNDIAL depois de uma BREJA,O Mestre Dória simplesmente batendo um record mundial de powerlifting depois de tomar uma cerveja!,2024-12-23 15:39:29+00:00,437063,64075,231,PT41S,Unknown,Unknown,41.0,2024,12,23,Monday,0.14660357888908465,0.000528527923891979,Short,
I1U4xgrUiH0,MESTRE DORIA: MUITO MAIS QUE SÓ O MESTRE DO BITELO | FALA MONSTRO TALK SHOW #015,"Prepare-se para uma aula de história, força e paixão pelo esporte! 🏋️‍♂️ No Fala Monstro Talk Show de hoje, Leo Stronda recebe o lendário André Dória, o homem que transformou o powerlifting no Brasil. Conheça histórias incríveis de dedicação, superação e como a família Dória ajudou a moldar o cenário do esporte nacional. Descubra a trajetória inspiradora de um verdadeiro mestre, suas conquistas, e o impacto que ele causou em gerações de atletas.

🔥 Destaques do vídeo:

O início do esporte com Gerson Dória.
As conquistas do próprio André no powerlifting.
A criação de campeões como Bitelo e o futuro do esporte.
Segredos para dominar o powerlifting e histórias de superação impressionantes!
👉 Não perca! Deixe seu like, se inscreva no canal e compartilhe essa história com outros monstros da força! 💪",2024-12-22 15:00:07+00:00,141403,13774,711,PT1H54M54S,Unknown,Unknown,6894.0,2024,12,22,Sunday,0.09740953162238425,0.005028181863185364,Longo,
VkB6ZEoDLxs,LÉO STRONDA E KAUE TOURINHO FAZENDO LANCHINHO - ANÃO NA COZINHA,"Kaue Tourinho, lenda do Bodybuilder e anão, fez um delicioso lanchinho de Doritos e Danoninho proteico, perfeito para pessoas da idade dele!",2024-12-21 21:45:01+00:00,10507,1000,5,PT52S,Unknown,Unknown,52.0,2024,12,21,Saturday,0.09517464547444561,0.00047587322737222806,Short,
_Corg3WmVDM,"Lanchinho MONSTRO com Kaue ""TOURINHO"" Motta | Monstro na Cozinha  #014","🍴 Monstro na Cozinha apresenta um episódio hilário com o convidado especial Kauê Tourinho, conhecido como o Mini Chef da Maromba! Hoje, ele e Leo Stronda mostram como transformar uma merenda escolar comum em um verdadeiro banquete proteico de monstro!

🔥 No cardápio:
1️⃣ Danoninho Proteico: cremoso, delicioso e cheio de proteínas para turbinar sua lancheira.
2️⃣ Doritos Caseiro Proteico: crocante, temperado e com ingredientes simples que você já tem em casa.

🎯 Perfeito para levar para a escola, faculdade ou treino, com muito sabor e nutrição!
Neste episódio, Kauê encara as piadas de Leo sobre sua ""idade"" e mostra que tamanho não é documento quando se trata de cozinha.

👉 Assista para aprender a fazer:

O Danoninho que vai virar o queridinho do pós-treino.
O Doritos que vai mudar o conceito de lanche saudável.
💪 Teste as receitas e compartilhe! Marque o @FábricaDeMonstros com o resultado e mostre como sua lancheira pode ser saudável e saborosa.

🔔 Inscreva-se no canal para mais receitas marombas, dicas práticas e boas risadas!

🌟 PS: Brincadeiras à parte, Kauê é gigante no conhecimento, na cozinha e no treino. Tá achando que é só piada? Confira e se surpreenda!",2024-12-21 15:00:41+00:00,38278,2787,107,PT36M58S,Unknown,Unknown,2218.0,2024,12,21,Saturday,0.07280944667955483,0.0027953393594231674,Longo,
DhzXwe5V9y8,MAROMBA RAIZ COME LARVA,Daniel Bianchi prova uma maravilha gastronômica de Angola: LARVA DE MARIPOSA! Será que tem proteína?,2024-12-20 22:37:22+00:00,7713,614,5,PT33S,Unknown,Unknown,33.0,2024,12,20,Friday,0.07960586023596525,0.0006482561908466226,Short,
mQ7jOIzVTbY,Heavy Mike Revela Segredos para Hipertrofia de Posterior | TEEN BODYBUILDER #010,"Neste episódio do Teen Bodybuilder, Daniel Bianchi treina com o lendário Heavy Mike em um dos treinos mais intensos que você já viu! 💪 A dupla foca no desenvolvimento do posterior de coxa e glúteo com técnicas avançadas e exercícios pouco conhecidos, perfeitos para quem busca máxima hipertrofia. Além do treino, tem muita resenha, dicas valiosas para prevenir lesões, melhorar mobilidade e aperfeiçoar a execução dos movimentos. Assista, anote as dicas e prepare-se para elevar seu treino a outro nível! 🚀

🔔 Não esqueça de deixar seu like, se inscrever no canal e comentar o que achou do treino!

Compre com desconto na Growth Suplementos:
https://gsumplementos.com.br
Cupom: BIANCHI",2024-12-20 21:45:03+00:00,11289,865,52,PT1H26M52S,Unknown,Unknown,5212.0,2024,12,20,Friday,0.07662326158207104,0.004606253875453982,Longo,
-PbIxXVIeOo,"MESQUITA da calistenia ""levanta"" halter de 120KG","Quando o Luiz Otávio Mesquita, do Mundo Calistenia, foi ao stand da Growth e tentou levantar um halter de 120KG! SERÁ QUE CONSEGUIU?",2024-12-20 19:14:15+00:00,271292,19726,52,PT39S,Unknown,Unknown,39.0,2024,12,20,Friday,0.07271132211786561,0.00019167539035430458,Short,
8dH_v1U9IXI,Calistenia para INTERMEDIÁRIOS: Treino FULLBODY | MUNDO CALISTENIA #014,"Fala, monstros do Mundo Calistenia! 🔥 Hoje vou te mostrar uma ROTINA FULLBODY completa para você treinar em casa, sem precisar de nenhum equipamento. É um treino intermediário perfeito para quem quer evoluir na calistenia, com exercícios para o corpo inteiro! 💪

📌 O que você vai ver no vídeo:

Rotina Fullbody explicada passo a passo — incluindo flexões, barra, agachamentos e muito mais. 🏋️‍♂️
Dicas de execução correta para evitar lesões e garantir resultados.
Como montar sua própria rotina de treino e adaptar conforme a sua necessidade!
⏱️ Duração do Circuito: 3 a 4 séries com intervalos de 2 minutos.

👉 Benefícios desse Treino:

Trabalha todos os grupos musculares em um único treino.
Pode ser feito sem equipamentos, em casa ou em qualquer lugar.
Ótimo para iniciantes/intermediários que querem mais resistência e força.
🔔 Gostou do conteúdo? Deixa o LIKE, se inscreve no canal Fábrica de Monstros e comenta aqui:
""Quero mais rotinas!"" 📝 Que eu trago mais treinos para você evoluir na calistenia!

⚡ Use o CUPOM ""MESQUITA"" na loja GROWTH e garanta aquele desconto BRABO nos suplementos para potencializar seus resultados! 🚀

Compre na Growth com desconto:
https://gsuplementos.com.br
Cupom: MESQUITA

📆 Vídeo novo toda semana no Mundo Calistenia!",2024-12-20 15:00:09+00:00,13334,428,15,PT8M16S,Unknown,Unknown,496.0,2024,12,20,Friday,0.032098395080245985,0.0011249437528123593,Longo,
8mYkU3Zgjyg,Treino Insano de Tríceps  - Volume Máximo e Dicas de Ouro! | POWERBUILDER #014,"Nesse vídeo, o Powerbuilder continua a destruição total dos braços, agora com um treino brutal de tríceps! 💪🔥 Progressão de carga, técnicas avançadas e MUITO volume! O treino vai ao limite com dicas práticas de postura, amplitude e contração máxima para resultados de verdade. Pegue as suas anilhas e venha treinar junto com a gente nesse desafio insano! 🚀👊

Compre com desconto na Growth Suplementos:
https://gsumplementos.com.br
Cupom: IAGO",2024-12-19 21:45:01+00:00,3421,283,21,PT16M9S,Unknown,Unknown,969.0,2024,12,19,Thursday,0.08272434960537854,0.006138555977784273,Longo,
